"","title","price","age","height","source"
"1230","158cm - Newferry Maverick",6000,1,15.2,"Horsemart"
"1231","Pure DNA tested Falabella Miniature Horse Colt",2000,1,9,"Horsemart"
"1232","Wanted all round gelding",3000,1,0,"Horsemart"
"1233","Steve is a 13, 2 Welsh cob 7 years old. Comes with wardrobe £3000",3000,1,13.2,"Horsemart"
"1234","Ideal teenagers pony",2300,1,0,"Horsemart"
"1235","Cob for sale",700,1,11.2,"Horsemart"
"1236","Stunning AQHA Dun Colt",3500,1,15.1,"Horsemart"
"1237","15.2/8 yr old Conny x TB",4500,1,0,"Horsemart"
"1238","Sold Jenkira Supernova Colt foal",300,1,0,"Horsemart"
"1239","NOW SOLD 5 year old BWB",800,1,16.1,"Horsemart"
"1240","Connemara yearling filly by the famous Banks Timber to make 14hh",1950,1,0,"Horsemart"
"1241","Gorgeous Chestnut Colt",2500,1,0,"Horsemart"
"1242","Quality coloured Mare by Charlton Checkmate.",1650,1,0,"Horsemart"
"1243","Superb future prospect",3500,1,0,"Horsemart"
"1244","Quality young pony",2500,1,14.2,"Horsemart"
"1245","Young Zebras available",4000,1,0,"Horsemart"
"1246","5 y.o. 12.3hh Welsh section B",2250,1,12.3,"Horsemart"
"1247","Yearling Sport Horse to make 16.1hh +",1500,1,16.1,"Horsemart"
"1248","Miniature ponys 10hh",200,1,10,"Horsemart"
"1249","Selection of foals",300,1,0,"Horsemart"
"1250","Super competition pony",5500,1,14,"Horsemart"
"1251","Part Loan / Sharer required for 16.1hh mare",130,1,0,"Horsemart"
"1252","Stunning Grey Colt",3000,1,0,"Horsemart"
"1253","Stunning bay colt foal",2500,1,0,"Horsemart"
"1254","Connemara X Brown Yearling Filly",1500,1,14.2,"Horsemart"
"1255","FUTURE GRAND PRIX SJ YEARLING COLT",4000,1,16.2,"Horsemart"
"1256","'Spartacus', Super Yearling Gelding by Serano Gold",4995,1,16.2,"Horsemart"
"1257","KWPN Bay Mare, 11 years old, Perfect horse!",20000,1,16.1,"Horsemart"
"1258","BARFIELD’S BROOK, A SMART– 2-YEAR-OLD APPALOOSA GELDING",995,2.5,13.3,"Horsemart"
"1259","FLASHY GREY Gelding to Make 16hh+Plus",4000,2.5,15.3,"Horsemart"
"1260","HIGHLAND PONY REGISTERED FULL BRED",3000,2.5,14,"Horsemart"
"1261","Charlie ConniX Elegant 2yr Old",3750,2.5,15,"Horsemart"
"1262","Red Full Registered IRISH DRAUGHT",3750,2.5,16,"Horsemart"
"1263","SILVER PRIDE Irish Draught X Cob",1850,2.5,15.2,"Horsemart"
"1264","HOMBRED SERIOUS SHOWJUMP PROSPECT 2018 COLT",6500,2.5,16.2,"Horsemart"
"1265","2 year old well developed skewbald filly",5000,2.5,15.2,"Horsemart"
"1266","Stunning 2 year old filly",7000,2.5,16.2,"Horsemart"
"1267","Rose Grey Irish Draught x Ish 2 yrs old Filly",2250,2.5,16.2,"Horsemart"
"1268","Top quality show hack",3750,2.5,15.1,"Horsemart"
"1269","Stunning grey 2 year old gelding",4000,2.5,16,"Horsemart"
"1270","Eye Catching Wish Upon a Star Filly",3500,2.5,16,"Horsemart"
"1271","2YO Gelding (Dancing Boy’s last)",3500,2.5,16.2,"Horsemart"
"1272","By ELDORADO VD ZESHOEK",9950,2.5,16.2,"Horsemart"
"1273","⭐ Exceptional VDL Douglas Filly ⭐",6000,2.5,16.1,"Horsemart"
"1274","Top Class Coloured Gelding",1500,2.5,13.2,"Horsemart"
"1275","Registered Irish Draught x Irish Sports Horse Filly",2850,2.5,16,"Horsemart"
"1276","Stunning 3 year old filly",1750,2.5,14,"Horsemart"
"1277","2yro Palamino gelding",4000,2.5,0,"Horsemart"
"1278","Two year old Top Dressage Pony",2750,2.5,14.1,"Horsemart"
"1279","Chanlee Royal Rose. 2 yr old British Riding Pony Filly.",1500,2.5,0,"Horsemart"
"1280","Torero, 2 year old, 15.3hh lusitano colt. Spain",7500,2.5,15.3,"Horsemart"
"1281","Mano, 2 year old, 14.3hh lusitano colt. Spain",4500,2.5,14.3,"Horsemart"
"1282","Super cute cob",1000,2.5,0,"Horsemart"
"1283","Top quality dressage/event prospect by Ampere",4500,2.5,16.2,"Horsemart"
"1284","Beautiful Arab Colt",2500,2.5,15.1,"Horsemart"
"1285","2 year old roan Connemara gelding",3000,2.5,14.1,"Horsemart"
"1286","Shovern Netflix Warmblood filly",4750,2.5,16.1,"Horsemart"
"1287","amazing mare 15.1hh",2500,2.5,15.1,"Horsemart"
"1288","2yo Colt Hennessy (De Niro x Jazz) VDL- Stud x ZYDORA (Scandic x Zandigo)",4999,2.5,16,"Horsemart"
"1289","Pony for sale",800,2.5,0,"Horsemart"
"1290","2yr Dartmoor filly",800,2.5,0,"Horsemart"
"1291","2 year old filly",2000,2.5,16.2,"Horsemart"
"1292","Welsh Section C",1350,2.5,12.3,"Horsemart"
"1293","Lovely 2year old filly",1800,2.5,0,"Horsemart"
"1294","Shovern Netflix 2 year old filly",4750,2.5,16.1,"Horsemart"
"1295","Top class sport horse",4500,2.5,16,"Horsemart"
"1296","A Boom proof personality",4500,2.5,14,"Horsemart"
"1297","2 year old new forest gelding",1000,2.5,13.1,"Horsemart"
"1298","Gorgeous 2 Year old for sale",1600,2.5,14.2,"Horsemart"
"1299","2yr old PBA Palomino Colt",2800,2.5,15.2,"Horsemart"
"1300","Fantastic two year old Irish draught gelding.",3500,2.5,16.1,"Horsemart"
"1301","FEI Dressage/Eventing Pony Potential",4000,2.5,14.2,"Horsemart"
"1302","2 year old",1850,2.5,14.2,"Horsemart"
"1303","Gorgeous TGCA mini Blagdon colt",1000,2.5,12.1,"Horsemart"
"1304","Currently 12.2hh 2yr old cob gelding",850,2.5,12.2,"Horsemart"
"1305","Quality 3yo Show Cob (SD Lines) Fantastic Mover",4250,4,14,"Horsemart"
"1306","Top class Hunt / Event prospect.",5000,4,16.2,"Horsemart"
"1307","Handsome Gelding - BE /BYEH",4250,4,16.2,"Horsemart"
"1308","Stunning sports horse filly - BYEH/ BE",3950,4,15.2,"Horsemart"
"1309","Every Parents Dream! 4Y0 14.1 Connemara Gelding",7500,4,14.1,"Horsemart"
"1310","Backed and going beautifully. 3yr Old ISH - Top Quality stamp",10000,4,16.3,"Horsemart"
"1311","Approved Class 1 Irish Draught Stallion - 3yr Old",14600,4,16.2,"Horsemart"
"1312","4yr old Dressage gelding by Furstenball",17800,4,16.2,"Horsemart"
"1313","Quality young pony",2500,4,13,"Horsemart"
"1314","Stunning talented black Sezuan gelding",27500,4,17,"Horsemart"
"1315","Sweet Grey Mare",3250,4,15.2,"Horsemart"
"1316","Stunning liver chestnut",1500,4,12.2,"Horsemart"
"1317","Lovely young mare",2500,4,14,"Horsemart"
"1318","Spectacular Amateurs Irish Sports Mare",4500,4,16.1,"Horsemart"
"1319","Marvin - purebred Irish Draught gelding!",7950,4,16.2,"Horsemart"
"1320","Tango - the most beautiful Irish Draught gelding!",7950,4,16.2,"Horsemart"
"1321","PJ - stunning purebred Connemara gelding!",5950,4,14.3,"Horsemart"
"1322","Gorgeous Lucky Lisa!",4950,4,14.1,"Horsemart"
"1323","Benny - a real sweetheart!",4950,4,13.1,"Horsemart"
"1324","Danny Kannon x Nabab de reve",8500,4,16,"Horsemart"
"1325","Super smart mare in foal",3450,4,16.2,"Horsemart"
"1326","Top class 3yo connemara mare",3500,4,14.1,"Horsemart"
"1327","Future stallion potential",3000,4,14.1,"Horsemart"
"1328","~16.2HH 3yr old shire x warmblood gelding unbroken",5000,4,16.2,"Horsemart"
"1329","Part Bred Welsh Cob",4000,4,15.1,"Horsemart"
"1330","Deicin Midnight - Beautiful unbroken 4 year old Mare",2000,4,16,"Horsemart"
"1331","Stunning Irish Sports Horse Gelding",5000,4,15.3,"Horsemart"
"1332","Stunning 3yo filly",4000,4,16,"Horsemart"
"1333","Top class event prospect",5500,4,16,"Horsemart"
"1334","Talented 4 years old mare, 15.3hh",6500,4,15.3,"Horsemart"
"1335","3YO REGISTERED ID LIVER CHESTNUT MARE",4750,4,15.1,"Horsemart"
"1336","Apache - lovely allrounder mare!",5500,4,16,"Horsemart"
"1337","Lovely little man",1500,4,13.2,"Horsemart"
"1338","TOP QUALITY 4 YEAR OLD HOMEBRED FILLY",6500,4,16.1,"Horsemart"
"1339","Young Event Prospect 15.2hh 4yo ISH PC/RC all rounder",6500,4,15.2,"Horsemart"
"1340","Young Potential pony club horse/ alrounder",3300,4,15,"Horsemart"
"1341","SOLD PENDING PAYMENT Striking 4yr old grey gelding.",4500,4,16.1,"Horsemart"
"1342","** Sold **",4350,4,16.1,"Horsemart"
"1343","Stunning 4 year old ID",7000,4,16.2,"Horsemart"
"1344","Fantastic opportunity 13.2",800,4,13.2,"Horsemart"
"1345","3 yr old ROR/event prospect",3750,4,15.3,"Horsemart"
"1346","Super Little dressage prospect",4550,4,14.1,"Horsemart"
"1347","Absolutely stunning homebred Palomino ISH 3 year old filly",4500,4,16.2,"Horsemart"
"1348","***sold*** 4yr old skewbald mare, 14hh *****Sold******",3500,4,14,"Horsemart"
"1349","Top Class Connemara Pony",6500,4,14.1,"Horsemart"
"1350","16.1hh 4yo PRE ANDALUSIAN BLACK GELDING",5000,4,16.1,"Horsemart"
"1351","ID X TB 4 yr old Skewbald Gelding by Embla Texas Hijack",8500,4,16.3,"Horsemart"
"1352","Sweet, Sensible, Summer project.",2000,4,16,"Horsemart"
"1353","All rounder Prospect",5000,4,14.2,"Horsemart"
"1354","STARLIGHT SPIRIT Beautiful Mare",4250,4,16,"Horsemart"
"1355","SPECIAL YOUNG & BEAUTIFUL",4750,4,16.1,"Horsemart"
"1356","Beautiful 3 year old, full Connemara.",3750,4,14.1,"Horsemart"
"1357","Stunning 4yo thoroughbred gelding",3750,4,15.3,"Horsemart"
"1358","Knabstrupper x Friesian Filly ( one for the Future)",4950,4,15.2,"Horsemart"
"1359","16.1hh Lusitano Gelding",12750,4,16.1,"Horsemart"
"1360","STUNNING BLANK CANVAS - Ready to be backed!!!",7500,4,15.3,"Horsemart"
"1361","Part bred welsh sec b",1000,4,12.2,"Horsemart"
"1362","Ballybrack Ajina 15.2 Irish sports horse mare event prospect",3250,4,15.2,"Horsemart"
"1363","Paddy - Potential Working Hunter / Potential Hunter - Event - Show horse",6500,4,15.2,"Horsemart"
"1364","Harry - Potential Young Event Horse / Showjumper / Top Class Hunter",6500,4,16.1,"Horsemart"
"1365","4yo Irish sports horse (king of diamonds lines)",4000,4,16.2,"Horsemart"
"1366","Irish Draft Filly",4500,4,16,"Horsemart"
"1367","Welsh section B **SOLD**",1000,4,13,"Horsemart"
"1368","3yo gelding by Leprince Des Bois",5000,4,16,"Horsemart"
"1369","3yo gelding by Bazaars Exclusive",5000,4,16.1,"Horsemart"
"1370","16hh Extremely Talented and Sensible Dressage Mare",17500,4,0,"Horsemart"
"1371","Daffers Semi Long Haired Jenny",650,4,9.3,"Horsemart"
"1372","STUNNING REG IRISH DRAUGHT 15.3HH PEDIGREE RID",5900,4,15.3,"Horsemart"
"1373","Stunning event prospect",3000,4,16.1,"Horsemart"
"1374","15.1hh 4yo quality allrounder/sports horse.",3500,4,0,"Horsemart"
"1375","Beautiful Hackney cross pony",1500,4,12.1,"Horsemart"
"1376","16hh RID By Scrapman",5000,4,16,"Horsemart"
"1377","12.2hh Dun gelding",650,4,12.2,"Horsemart"
"1378","Beautiful blue and white 13.2 cob",3000,4,13.2,"Horsemart"
"1379","41” registered Black Gelding",800,4,0,"Horsemart"
"1380","Eye catching 4yrd",1500,4,12,"Horsemart"
"1381","Stunning 3yo gelding",6000,4,16.2,"Horsemart"
"1382","Tricoloured Trakehner X Cob",4000,4,15.2,"Horsemart"
"1383","Stunning 4 year old registered welsh a mare",850,4,11.3,"Horsemart"
"1384","Quality Registered Connemara",3250,4,14.2,"Horsemart"
"1385","Spectacular Amateur Irish Sports Mare",4500,4,16.1,"Horsemart"
"1386","Irish Draft Filly",5000,4,15.3,"Horsemart"
"1387","Lovely 4 year old part Arab mare",2500,4,14.3,"Horsemart"
"1388","Fulbeck First Knight",2000,4,12,"Horsemart"
"1389","PRINCE A MILLION",2500,4,14.3,"Horsemart"
"1390","13hh cob mare",1200,4,13,"Horsemart"
"1391","Superbly bred coloured gelding",2999,4,16.1,"Horsemart"
"1392","Striking 3yr Welsh D filly",4500,4,14.2,"Horsemart"
"1393","Registered Welsh cob section B",1950,4,13.1,"Horsemart"
"1394","Pretty 4year old mare",2000,4,0,"Horsemart"
"1395","Young horse with potential",1400,4,14.2,"Horsemart"
"1396","Stunning Dun Andalusian",4900,4,15.2,"Horsemart"
"1397","SUPER CUTE MARE AND FOAL",3500,4,15.2,"Horsemart"
"1398","TOP QUALITY WELSH SECTION C",1750,4,13.2,"Horsemart"
"1399","Young horse with great potential",5000,4,0,"Horsemart"
"1400","3YO Gelding Eristoff van de Zuuthoeve (DARCO) x Thunder van de Zuuthoeve (ARGENTINUS)",4950,4,16.3,"Horsemart"
"1401","Friendly & Bombproof Young Cob mare",1500,4,13.1,"Horsemart"
"1402","Stunning 16.1hh 2016 gelding",3950,4,16.1,"Horsemart"
"1403","Flashy Southmoor mare",700,4,12.1,"Horsemart"
"1404","Sold! congratulations To Ashleigh",2500,4,15.3,"Horsemart"
"1405","Lovely Sligo Candy BoyxCassini 3yo filly",2750,4,16.1,"Horsemart"
"1406","3 year old standardbred SOLD",1750,4,15.1,"Horsemart"
"1407","Misses V !",3500,4,16.3,"Horsemart"
"1408","13,2hh to make 14hh+ 3yrs cob mare",1600,4,13.2,"Horsemart"
"1409","Welsh X mare, future pony club/riding club/allrounder",750,4,13,"Horsemart"
"1410","**SOLD** I have more TB’s coming in all the time",1750,4,16,"Horsemart"
"1411","Outstanding homebred Eventing/Dressage/Showing Rising 4 year old Gelding.",3500,4,16.1,"Horsemart"
"1412","Smart blue and white Pintaloosa Appaloosa gelding 14.2hh",3500,4,14.2,"Horsemart"
"1413","3year old mare",2650,4,14.2,"Horsemart"
"1414","Midi Shetland mare",500,4,9,"Horsemart"
"1415","Dora - potential event horse",4750,4,15.2,"Horsemart"
"1416","Dun Connemara x TB",4250,4,14.1,"Horsemart"
"1417","4 YO Sports Horse Mare",3200,4,16,"Horsemart"
"1418","Potential WHP show pony or FEI dressage",2750,4,13.3,"Horsemart"
"1419","15.3 HH Mare and still growing",2500,4,15.3,"Horsemart"
"1420","OUTSTANDINGLY TALENTED 14.2hh CONNEMARA GELDING",5250,4,0,"Horsemart"
"1421","2013 MARE DIARADO X ALGOT X RALME Z",7000,4,16,"Horsemart"
"1422","'WISH UPON A STAR'- YOUNG SHOWJUMPER",8000,4,16.1,"Horsemart"
"1423","UNBELIEVABLE TALENT, TOP SJ/EVENT PROSPECT",12500,4,16.2,"Horsemart"
"1424","'DELILAH', TALENTED & SUPER SAFE 2013 MARE",23000,4,16.2,"Horsemart"
"1425","14.1HH CONNEMARA BY LEÁG GREAT COMPEITION AND HUNTING PONY",6500,4,14.1,"Horsemart"
"1426","Cushla, Hampshire/ West Sussex border",5750,6,15.2,"Horsemart"
"1427","Talented and uncomplicated",9500,6,16.2,"Horsemart"
"1428","Stunning chestnut gelding",15000,6,15.3,"Horsemart"
"1429","Ideal Riding Club Prospect",4750,6,16.3,"Horsemart"
"1430","17.2hh 5yr Old by Newmarket Venture",8970,6,17.2,"Horsemart"
"1431","PRE 6yr Old Gelding - Has started Dressage training",5150,6,15.2,"Horsemart"
"1432","Lovely 16hh 5yr Old young event horse/competition horse",6750,6,16,"Horsemart"
"1433","Gorgeous 12.2 mare",1450,6,12.2,"Horsemart"
"1434","Very brave honest pony",4995,6,14.2,"Horsemart"
"1435","Rasgada - 15hh 6 year old Andalusian",6500,6,15,"Horsemart"
"1436","Lovely All Rounder",5200,6,14.2,"Horsemart"
"1437","15.2 Irish gelding",4750,6,15.2,"Horsemart"
"1438","Super Safe & Friendly Cob",4500,6,14.2,"Horsemart"
"1439","Lovely Quality Horse",6500,6,16.1,"Horsemart"
"1440","Get spotted Appaloosa x knabbstrupper",6500,6,16.3,"Horsemart"
"1441","Exciting prospect dressage/ eventing / showjumping",4500,6,14.2,"Horsemart"
"1442","A Child’s next best friend",2000,6,13.3,"Horsemart"
"1443","Registered Clydesdale mare",5750,6,16.2,"Horsemart"
"1444","Lots of ability With the kindest of heart’s!",8750,6,15,"Horsemart"
"1445","Super fun pony",3250,6,13,"Horsemart"
"1446","Bella - Event BE Potential / BS showjump / allrounder / top class riding club pony club potential",8000,6,15.2,"Horsemart"
"1447","Ideal Happy hacker/hunter",1800,6,13.1,"Horsemart"
"1448","Heavily Reduced !!!!! 16'2 Allrounder coloured cob",4750,6,16.2,"Horsemart"
"1449","Talented 6YO by Rehy High Society",16500,6,16,"Horsemart"
"1450","16.2hh 5YO by Sligo Candy Boy",12000,6,16.2,"Horsemart"
"1451","Stunning Chestnut Gelding",6750,6,16.2,"Horsemart"
"1452","Mother /child’s dream pony .",2500,6,12.2,"Horsemart"
"1453","Eye catching 15.1hh 5yrs Andalusian Gelding",10000,6,0,"Horsemart"
"1454","Exciting young mare",6500,6,16.1,"Horsemart"
"1455","16.2 6YO Gelding by Ros Rebel",19500,6,16.2,"Horsemart"
"1456","Stunning all rounder",5500,6,16,"Horsemart"
"1457","Stunning 17.3HH Warmblood",5800,6,17.3,"Horsemart"
"1458","Potential Young Eventer",6000,6,16.2,"Horsemart"
"1459","Stunning show pony",2950,6,14.2,"Horsemart"
"1460","Handsome welsh Gelding",3250,6,13.1,"Horsemart"
"1461","Oreo - perfect hack!",4950,6,15,"Horsemart"
"1462","Desie - lovely and easy cob!",4950,6,15.1,"Horsemart"
"1463","Nemo - supercob!",4950,6,15,"Horsemart"
"1464","15.2hh Event Horse",6500,6,15.2,"Horsemart"
"1465","Super Cute Mini Cob",1850,6,13.2,"Horsemart"
"1466","Eye catching pony for sale",4500,6,14,"Horsemart"
"1467","Beautiful palomino gelding",6500,6,14.2,"Horsemart"
"1468","Beautiful 5yr old mare bred to event",5000,6,15.3,"Horsemart"
"1469","Smart Piebald cob",5500,6,14.2,"Horsemart"
"1470","Tom, 13hh Gelding",2250,6,13,"Horsemart"
"1471","POTENTIAL GRASSROOTS HORSE",5500,6,15.2,"Horsemart"
"1472","Uno, Potential BS 138 jumping pony",4200,6,0,"Horsemart"
"1473","**The Ultimate smart sensible fun alrounder/ dressage/ pleasure cob with a wonderful temperament**",5750,6,15,"Horsemart"
"1474","Horses bought sold and part exchanged",500,6,15.3,"Horsemart"
"1475","Ray of sunshine",4250,6,16.2,"Horsemart"
"1476","Perfect mother daughter share",3200,6,14.3,"Horsemart"
"1477","13.3hh coloured cob",3000,6,13.3,"Horsemart"
"1478","Welsh Section D Tyrllawn Rosetta",3000,6,14.2,"Horsemart"
"1479","Superbly bred Sports horse",15750,6,16.1,"Horsemart"
"1480","5yr Old 13hh Black Cob X Gelding",2900,6,13,"Horsemart"
"1481","Beautiful 16.2hh 6yo",6000,6,16.2,"Horsemart"
"1482","Talented Competition Horse",10500,6,16.3,"Horsemart"
"1483","Chilver House Stables",3500,6,15.2,"Horsemart"
"1484","Allrounder/PC pony 14.1hh ISHMare",3500,6,14.1,"Horsemart"
"1485","A real yard favourite!",4550,6,14.2,"Horsemart"
"1486","14.3 registered connemara",4750,6,14.3,"Horsemart"
"1487","Bilboa Lad, top competition eventing/showjumping pony",18000,6,14.2,"Horsemart"
"1488","17hh Quality Irish Draught",8500,6,17,"Horsemart"
"1489","Harley - 5 year old gelding",9250,6,16.1,"Horsemart"
"1490","SUPERB IRISH DRAUGHT GELDING",6250,6,15.3,"Horsemart"
"1491","6 year-old - P.R.E. - Stallion - 1575 hh - Spain",25,6,0,"Horsemart"
"1492","6 year-old - Lusitano - Stallion - 1604 hh - Spain",15,6,0,"Horsemart"
"1493","6 year-old - P.R.E. - Stallion - 1575 hh - Spain",15,6,0,"Horsemart"
"1494","Horse for Sale",100,6,0,"Horsemart"
"1495","5yo Black Shetland Mare. Ride and Drive",800,6,9,"Horsemart"
"1496","14.2 6yo Connemara X Irish Sports Horse",4500,6,14.2,"Horsemart"
"1497","14.2 6yo Connemara x Irish Sports Horse",4500,6,14.2,"Horsemart"
"1498","13.2hh 5yrs beautiful piebald mare",2750,6,13.2,"Horsemart"
"1499","Registered irish draught mare, excellent breeding",3200,6,15.3,"Horsemart"
"1500","Gorgeous cob mare",1950,6,13.2,"Horsemart"
"1501","Registered clydesdale mare",3500,6,17,"Horsemart"
"1502","16hh Thoroughbred mare",500,6,16,"Horsemart"
"1503","13.2 pretty cob mare",1500,6,13.2,"Horsemart"
"1504","Super all rounder ISH 6yo Dapple Grey Gelding",6500,6,0,"Horsemart"
"1505","SOLD 16.2 MARE",4000,6,16.2,"Horsemart"
"1506","Stunning 13hh cob mare",1650,6,13,"Horsemart"
"1507","Lovely Arab Mare",1800,6,15.3,"Horsemart"
"1508","Stunning 6yr old/ serious potential",7400,6,15.1,"Horsemart"
"1509","SPORTY PONY FOR SALE",4500,6,14.2,"Horsemart"
"1510","Beautiful little thoroughbred",4000,6,15,"Horsemart"
"1511","Stunning future prospect",1000,6,13.2,"Horsemart"
"1512","BS BE PROSPECT",6500,6,15.2,"Horsemart"
"1513","Bargain Black gelding, ready to back",2250,6,15,"Horsemart"
"1514","Nearly a finished project, ready to get out and go places,",4000,6,15.1,"Horsemart"
"1515","Irish Cob Mare",3500,6,14.1,"Horsemart"
"1516","16.1 TB 6 yr Mare ex race beautiful all rounder ready to progress",3300,6,16.1,"Horsemart"
"1517","6 year old Cob Mare",800,6,0,"Horsemart"
"1518","Stunning and Talented Connemara",3800,6,14.1,"Horsemart"
"1519","Registered hackney pony for pony club/gymkhana/showing",1000,6,12.3,"Horsemart"
"1520","Sport horse 15. 2",7000,6,15.1,"Horsemart"
"1521","Beautiful coloured mare",700,6,11,"Horsemart"
"1522","Future Competition Pony",4250,6,14,"Horsemart"
"1523","Flashy 13:3 pony for sale",2200,6,13.3,"Horsemart"
"1524","Unicorn one in a million pony.",1300,6,11.3,"Horsemart"
"1525","Coloiureed 15.1hh Mare",1000,6,15.1,"Horsemart"
"1526","Fun family pony for sale - ideal 1st/2nd pony/PC or hack.",1500,6,13.1,"Horsemart"
"1527","Warmblood broodmare in foal for 2021",3500,6,15.2,"Horsemart"
"1528","Cob Mare For Sale",2000,6,12.2,"Horsemart"
"1529","Super fun allrounder",3300,6,14,"Horsemart"
"1530","SOLD!!!! Flashy 148 pony",1950,6,14.2,"Horsemart"
"1531","PAULDARYS ZULU stunning AES Gelding",4500,6,15.3,"Horsemart"
"1532","15.3 HH Sweet and Kind Thoroughbred",2500,6,15.3,"Horsemart"
"1533","Beautiful black gelding",5500,6,16,"Horsemart"
"1534","5yo TB mare",3500,6,16,"Horsemart"
"1535","16.3hh Safe Hunter 6yrs old",7950,6,16.3,"Horsemart"
"1536","IDEAL LADIES HUNTER-16hh Bay Mare by 'No Limit'",6500,6,16,"Horsemart"
"1537","Stunning 16.3hh Dressage Horse",19000,6,16.3,"Horsemart"
"1538","FRESHFIELDS LADY",2500,6,14.2,"Horsemart"
"1539","IRISH SPORTS HORSE-DAPPLE GREY-MARE-15.2HH-6YRS",7775,6,15.2,"Horsemart"
"1540","IRISH DRAUGHT-BAY-GELDING-6YRS-16.3HH",6500,6,16.3,"Horsemart"
"1541","BEAUTIFUL LITTLE MARE WITH A BIG FUTURE",16000,6,15.2,"Horsemart"
"1542","'TILLY', A LOVELY ALL ROUNDER",4000,6,15.1,"Horsemart"
"1543","STUNNING TOP QUALITY MARE, FERGIE VD LAFELDERBERG Z",10500,6,16.1,"Horsemart"
"1544","STUNNING MARE TEMPLE CASHELL COMET",7500,6,16.1,"Horsemart"
"1545","CLEVER, TALENTED EVENTER",7500,6,16.3,"Horsemart"
"1546","'Five To Five II' Flashy with Huge Potential",15000,6,14.2,"Horsemart"
"1547","Stunning gelding by Mermus R",3000,8.5,16.2,"Horsemart"
"1548","128cm British Riding Pony Show Quality",2000,8.5,12.2,"Horsemart"
"1549","Fantastic show jump or dressage or allrounder prospect!",7500,8.5,0,"Horsemart"
"1550","SUPER TALENTED SHOWJUMPER PROJECT",12800,8.5,16.3,"Horsemart"
"1551","167cm Junior Dressage / Riding club horse.",4400,8.5,16.1,"Horsemart"
"1552","Happy hacker, family friend",1200,8.5,16,"Horsemart"
"1553","Bannview Little Chief (13.3 Irish Sports Pony)",5500,8.5,13.3,"Horsemart"
"1554","Fun 13hh alrounder gelding",3500,8.5,13,"Horsemart"
"1555","Ultimate kids pony 13hh",1800,8.5,13,"Horsemart"
"1556","14.2 Happy Hacker 9yo gelding",2800,8.5,14.2,"Horsemart"
"1557","Traditional gypsy Coblet",3500,8.5,14.1,"Horsemart"
"1558","PART BRED WELSH SEC ""D""",3500,8.5,15,"Horsemart"
"1559","Beautiful cob mare 14.3h, tack included in price (Peterborough)",2750,8.5,14.3,"Horsemart"
"1560","Striking 15.2hh piebald mare",6750,8.5,15.2,"Horsemart"
"1561","13,2hh 10y old super fun Pony",3500,8.5,13.2,"Horsemart"
"1562","Beautiful 16' Thoroughbred Mare",2800,8.5,16,"Horsemart"
"1563","Super fun and talented 13.2 SJ/PC pony",4500,8.5,13.2,"Horsemart"
"1564","Handsome chap that will turn his hoof to anything",8250,8.5,16.3,"Horsemart"
"1565","Beautiful little mare",850,8.5,12.3,"Horsemart"
"1566","Fun competent child/teen pony-club pony",3500,8.5,13.2,"Horsemart"
"1567","Amateurs dream! Top allrounder!",9500,8.5,16.2,"Horsemart"
"1568","Striking Welsh B with bags of potential",4250,8.5,13.3,"Horsemart"
"1569","Sweet mare looking for best friend",4500,8.5,15.2,"Horsemart"
"1570","14.1hh Dun Grade 1 Connemara Mare 2nd pony forward going",6000,8.5,14.1,"Horsemart"
"1571","Potential top dressage or show pony",3250,8.5,14.2,"Horsemart"
"1572","15.3hh 8YO by Obos Quality",10000,8.5,15.3,"Horsemart"
"1573","Riding club allrounder",4750,8.5,16,"Horsemart"
"1574","15.2 10yr connemara mare",5500,8.5,15.2,"Horsemart"
"1575","16.2 Warmblood Gelding 7years",3000,8.5,16.2,"Horsemart"
"1576","Bart - a hunting horse for the whole family!",9500,8.5,16.1,"Horsemart"
"1577","10year old new forest",1000,8.5,13,"Horsemart"
"1578","SUPERB RIDING CLUB HORSE/HUNTER/HACK",7750,8.5,16,"Horsemart"
"1579","Stunning all-rounder, sadly outgrown",6500,8.5,14,"Horsemart"
"1580","Striking Dressage Horse",5500,8.5,16.2,"Horsemart"
"1581","⚡BLACK BEAUTY⚡ (Beau)",3800,8.5,13,"Horsemart"
"1582","Pretty Bay Mare 13.2hh pony club all-rounder",3250,8.5,13.2,"Horsemart"
"1583","Eye catching, CHAPS Registered potential all rounder/Hunter",3000,8.5,15.1,"Horsemart"
"1584","16.1 TB Gelding",2800,8.5,16.1,"Horsemart"
"1585","8 YEAR-OLD PURE-BRED LUSITANO GELDING",6000,8.5,16.2,"Horsemart"
"1586","PRETTY SHOW QUALITY WELSH COB SECTION D WITH EXCELLENT POTENTIAL- OTHER QUALITY STOCK AVAILABLE",1695,8.5,14.1,"Horsemart"
"1587","Fabulous Grassroots/ ROR",6000,8.5,16.1,"Horsemart"
"1588","Sweet 14.2 coloured cob gelding, 9 yrs",3100,8.5,14.2,"Horsemart"
"1589","Exceptional JC showjumping pony for sale",9500,8.5,14.2,"Horsemart"
"1590","Sir Donnerhall x Relevant super Allrounder Ideal Junior Young Rider Dream who likes to go far",22000,8.5,16.1,"Horsemart"
"1591","Really smart registered welsh D gelding **deposit taken**",5000,8.5,14.3,"Horsemart"
"1592","POTENTIAL BSJA PONY",4800,8.5,14.1,"Horsemart"
"1593","Superstar Jumping Pony",5000,8.5,14.2,"Horsemart"
